e,n,d
-310.8291114142346,-310.8301094942316,5421
-311.40784565824174,-311.4088446838764,5422
-311.9869793284357,-311.98797930036085,5423
-312.5665127568956,-312.5675136757643,5424
-313.146446276298,-313.1474481427641,5425
-313.7267802199208,-313.7277830346385,5426
-314.30751492164063,-314.30851868526474,5427
-314.88865071593807,-314.8896554291241,5428
-315.47018793789493,-315.47119360129875,5429
-316.05212692320265,-316.0531335374807,5430
-316.6344680081536,-316.6354755739628,5431
-317.2172115296539,-317.2182200476519,5432
-317.800357825215,-317.80136729606,5433
-318.38390723296163,-318.38491765731226,5434
-318.967860091632,-318.9688714701475,5435
-319.55221674057657,-319.55322907391667,5436
-320.13697751976235,-320.13799080858746,5437
-320.7221427697734,-320.7231570147444,5438
-321.30771283181457,-321.30872803359284,5439
-321.8936880477072,-321.89470420695477,5440
-322.4800687598985,-322.481085877278,5441
-323.0668553114564,-323.0678733876309,5442
-323.6540480460736,-323.6550670817069,5443
-324.2416473080715,-324.24266730382783,5444
-324.82965344239824,-324.8306743989424,5445
-325.41806679463195,-325.4190887126292,5446
-326.00688771098066,-326.007910591097,5447
-326.5961165382871,-326.5971403811892,5448
-327.18575362402794,-327.1867784303828,5449
-327.7757993163136,-327.7768250867889,5450
-328.36625396389604,-328.3672806991598,5451
-328.9571179161619,-328.95814561688303,5452
-329.54839152314275,-329.54942018999077,5453
-330.1400751355088,-330.14110476915346,5454
-330.7321691045778,-330.7331997056898,5455
-331.32467378230854,-331.3257053515588,5456
-331.9175895213118,-331.91862205937207,5457
-332.5109166748432,-332.5119501823857,5458
-333.10465559681234,-333.1056900745099,5459
-333.69880664177776,-333.6998420903037,5460
-334.2933701649524,-334.2944065849807,5461
-334.88834652220737,-334.88938391441275,5462
-335.4837360700666,-335.484774435124,5463
-336.0795391657158,-336.0805785043011,5464
-336.6757561669997,-336.6767964797891,5465
-337.27238743242503,-337.27342872009547,5466
-337.86943332116255,-337.87047558439167,5467
-338.46689419304755,-338.46793743251317,5468
-339.06477040858476,-339.0658146249657,5469
-339.6630623289442,-339.6641075229196,5470
-340.26177031596853,-340.2628164882184,5471
-340.8608947321727,-340.8619418833774,5472
-341.4604359407451,-341.4614840715856,5473
-342.06039430554745,-342.0614434167054,5474
-342.6607701911237,-342.66182028328126,5475
-343.261563962692,-343.2626150365321,5476
-343.8627759861531,-343.86382804235916,5477
-344.4644066280921,-344.4654596673481,5478
-345.06645625577335,-345.06751027876385,5479
-345.6689252371531,-345.66998024456336,5480
-346.2718139408711,-346.2728699333869,5481
-346.87512273625896,-346.8761797145668,5482
-347.4788519933377,-347.4799099581245,5483
-348.0830020828223,-348.0840610347758,5484
-348.6875733761234,-348.6886333159317,5485
-349.2925662453456,-349.2936271736976,5486
-349.89798106329533,-349.8990429808806,5487
-350.5038182034764,-350.5048811109848,5488
-351.1100780400965,-351.1111419382188,5489
-351.71676094806435,-351.7178258374919,5490
-352.3238673029982,-352.3249331844229,5491
-352.9313974812212,-352.9324643553356,5492
-353.539351859765,-353.54041972726213,5493
-354.14773081637463,-354.1487996779482,5494
-354.7565347295067,-354.75760458585114,5495
-355.36576397833267,-355.36683483014303,5496
-355.97541894274025,-355.976490790712,5497
-356.5855000033372,-356.5865728481666,5498
-357.19600754144915,-357.19708138383305,5499
-357.806941939126,-357.80801677976206,5500
-358.4183035791415,-358.41937941872766,5501
-359.0300928449925,-359.0311696842275,5502
-359.6423101209093,-359.64338796049265,5503
-360.2549557918462,-360.25603463247774,5504
-360.86803024349297,-360.8691100858732,5505
-361.4815338622701,-361.4826147071004,5506
-362.09546703533715,-362.09654888331954,5507
-362.7098301505872,-362.71091300242404,5508
-363.3246235966544,-363.32570745304884,5509
-363.9398477629152,-363.940932624571,5510
-364.55550303948667,-364.55658890710833,5511
-365.1715898172339,-365.1726766915265,5512
-365.7881084877665,-365.7891963694357,5513
-366.405059443445,-366.40614833319705,5514
-367.02244307738,-367.0235329759221,5515
-367.6402597834357,-367.64135069147517,5516
-368.2585099562301,-368.2596018744756,5517
-368.8771939911395,-368.87828692029973,5518
-369.4963122842985,-369.49740622508295,5519
-370.11586523260235,-370.1169601857214,5520
-370.7358532337106,-370.73694919987497,5521
-371.3562766860456,-371.357373665967,5522
-371.97713598879955,-371.97823398318997,5523
-372.59843154193004,-372.5995305515024,5524
-373.2201637461702,-373.22126377163795,5525
-373.84233300302185,-373.8434340450991,5526
-374.46493971476434,-374.4660417741659,5527
-375.0879842844545,-375.08908736189585,5528
-375.7114671159269,-375.7125712121241,5529
-376.3353886137994,-376.3364937294692,5530
-376.95974918347076,-376.9608553193307,5531
-377.584549231129,-377.5856563878971,5532
-378.20978916374554,-378.2108973421406,5533
-378.8354693890835,-378.83657858982485,5534
-379.46159031569937,-379.4627005395072,5535
-380.0881523529396,-380.08926360053465,5536
-380.71515591095135,-380.71626818305504,5537
-381.342601400676,-381.34371469801044,5538
-381.97048923385864,-381.97160355714664,5539
-382.5988198230435,-382.5999351730085,5540
-383.22759358158214,-383.22870995894823,5541
-383.8568109236305,-383.8579283291225,5542
-384.4864722641561,-384.4875906984995,5543
-385.11657801893637,-385.11769748285735,5544
-385.74712860455963,-385.7482490987851,5545
-386.3781244384353,-386.3792459636926,5546
-387.0095659387846,-387.010688495802,5547
-387.64145352465243,-387.64257711415894,5548
-388.27378761590353,-388.27491223862853,5549
-388.90656863322954,-388.9076942899035,5550
-389.53979699814636,-389.54092368950023,5551
-390.17347313299933,-390.1746008597646,5552
-390.8075974609652,-390.8087262238744,5553
-391.44217040605236,-391.4433002058382,5554
-392.0771923931085,-392.078323230505,5555
-392.7126638478152,-392.7137957235567,5556
-393.34858519669604,-393.34971811151775,5557
-393.9849568671167,-393.98609082175415,5558
-394.6217792872874,-394.6229142824774,5559
-395.2590528862663,-395.260188922746,5560
-395.89677809395766,-395.8979151724649,5561
-396.5349553411219,-396.53609346239523,5562
-397.1735850593701,-397.17472422414903,5563
-397.812667681171,-397.81380789019545,5564
-398.45220363985027,-398.4533448938611,5565
-399.0921933695971,-399.0933356693356,5566
-399.73263730546284,-399.73378065167117,5567
-400.37353588336225,-400.37468027678347,5568
-401.01488954008244,-401.01603498145994,5569
-401.656698713277,-401.65784520335524,5570
-402.2989638414755,-402.3001113809993,5571
-402.9416853640796,-402.942833953795,5572
-403.5848637213719,-403.58601336202514,5573
-404.22849935451245,-404.2296500468507,5574
-404.8725927055449,-404.87374445031617,5575
-405.5171442173978,-405.51829701535064,5576
-406.16215433388595,-406.16330818576967,5577
-406.8076234997169,-406.8087784062817,5578
-407.45355216048506,-407.45470812248163,5579
-408.0999407626872,-408.1010977808671,5580
-408.7467897537092,-408.74794782882475,5581
-409.39409958184285,-409.39525871464696,5582
-410.0418706962789,-410.04303088752545,5583
-410.69010354711384,-410.6912647975571,5584
-411.33879858535124,-411.33996089574646,5585
-411.9879562629038,-411.989119634007,5586
-412.6375770325982,-412.63874146516605,5587
-413.28766134817386,-413.2888268429638,5588
-413.93820966428984,-413.93937622206,5589
-414.58922243652216,-414.5903900580314,5590
-415.24070012137236,-415.24186880738034,5591
-415.8926431762652,-415.8938129275324,5592
-416.5450520595532,-416.54622287684083,5593
-417.1979272305206,-417.19909911459035,5594
-417.8512691493818,-417.85244210099654,5595
-418.50507827729064,-418.5062522972137,5596
-419.1593550763347,-419.1605301653302,5597
-419.8141000095467,-419.81527616837946,5598
-420.46931354089827,-420.4704907703342,5599
-421.12499613531065,-421.1261744361161,5600
-421.78114825865293,-421.7823276315951,5601
-422.4377703777434,-422.4389508235902,5602
-423.0948629603582,-423.0960444798784,5603
-423.75242647522634,-423.75360906918934,5604
-424.41046139204,-424.4116450612163,5605
-425.0689681814504,-425.0701529266107,5606
-425.7279473150762,-425.7291331369926,5607
-426.38739926550124,-426.3885861649461,5608
-427.0473245062834,-427.0485124840302,5609
-427.7077235119492,-427.708912568772,5610
-428.36859675800395,-428.36978689467753,5611
-429.0299447209319,-429.0311359382322,5612
-429.69176787819663,-429.6929601768999,5613
-430.3540667082485,-430.3552600891321,5614
-431.0168416905228,-431.0180361543647,5615
-431.6800933054466,-431.68128885302553,5616
-432.34382203443704,-432.3450186665326,5617
-433.00802835991067,-433.0092260773033,5618
-433.6727127652796,-433.67391156875055,5619
-434.3378757349567,-434.3390756252878,5620
-435.0035177543624,-435.0047187323365,5621
-435.6696393099206,-435.6708413763213,5622
-436.3362408890671,-436.3374440446786,5623
-437.003322980249,-437.00452722585646,5624
-437.67088607293147,-437.67209140932096,5625
-438.3389306575958,-438.3401370855539,5626
-439.00745722574584,-439.0086647460603,5627
-439.67646626991143,-439.6776748833705,5628
-440.34595828364695,-440.34716799103967,5629
-441.0159337615406,-441.0171445636571,5630
-441.68639319921056,-441.6876050968416,5631
-442.35733709331475,-442.35855008725184,5632
-443.0287659415476,-443.0299800325831,5633
-443.7006802426482,-443.7018954315755,5634
-444.3730804963993,-444.3742967840125,5635
-445.0459672036337,-445.0471845907275,5636
-445.7193408662349,-445.7205593536048,5637
-446.3932019871412,-446.3944215755839,5638
-447.06755107034826,-447.0687717606611,5639
-447.74238862091283,-447.743610413894,5640
-448.4177151449554,-448.41893804140375,5641
-449.0935311496638,-449.0947551503791,5642
-449.7698371432956,-449.77106224907857,5643
-450.44663363518123,-450.44785984683324,5644
-451.12392113572673,-451.1251484540502,5645
-451.80170015642034,-451.8029285822183,5646
-452.4799712098296,-452.48120074390613,5647
-453.1587348096115,-453.1599654527712,5648
-453.8379914705073,-453.839223223556,5649
-454.51774170835586,-454.5189745721,5650
-455.1979860400868,-455.1992200153337,5651
-455.8787249837311,-455.879960071289,5652
-456.5599590584211,-456.561195259099,5653
-457.2416887843931,-457.2429260990009,5654
-457.9239146829939,-457.9251531123423,5655
-458.60663727667907,-458.6078768215798,5656
-459.2898570890237,-459.29109775028894,5657
-459.97357464471486,-459.97481642315813,5658
-460.6577904695671,-460.6590333660025,5659
-461.34250509051697,-461.34374910575946,5660
-462.0277190356279,-462.0289641704934,5661
-462.7134328340985,-462.71467908940383,5662
-463.399647016259,-463.40089439282167,5663
-464.086362113581,-464.0876106122196,5664
-464.77357865867396,-464.77482828020766,5665
-465.46129718529687,-465.46254793054607,5666
-466.1495182283526,-466.1507700981383,5667
-466.83824232390054,-466.8394953190448,5668
-467.527470009152,-467.5287241304777,5669
-468.2172018224786,-468.21845707080934,5670
-468.9074383034151,-468.90869467957555,5671
-469.59817999265874,-469.59943749747447,5672
-470.28942743208086,-470.29068606637816,5673
-470.9811811647214,-470.9824409293276,5674
-471.6734417347992,-471.67470263054236,5675
-472.3662096877116,-472.36747171542083,5676
-473.05948557003967,-473.0607487305449,5677
-473.7532699295516,-473.7545342236838,5678
-474.4475633152067,-474.44882874379743,5679
-475.14236627715707,-475.143632841039,5680
-475.83767936675395,-475.8389470667606,5681
-476.5335031365487,-476.5347719735146,5682
-477.22983814029885,-477.2311081150593,5683
-477.926684932969,-477.92795604636035,5684
-478.6240440707387,-478.625316323598,5685
-479.3219161110002,-479.3231895041655,5686
-480.0203016123687,-480.0215761466791,5687
-480.7192011346791,-480.72047681097445,5688
-481.4186152389984,-481.41989205811944,5689
-482.1185444876188,-482.11982245040724,5690
-482.8189894440716,-482.8202685513702,5691
-483.5199506731236,-483.52123092577597,5692
-484.221428740786,-484.22271013963643,5693
-484.9234242143143,-484.92470676020844,5694
-485.62593766221323,-485.62722135599734,5695
-486.328969654244,-486.3302544967654,5696
-487.03252076142155,-487.03380675352844,5697
-487.73659155602525,-487.73787869856676,5698
-488.4411826115971,-488.4424709054234,5699
-489.1462945029515,-489.1475839489136,5700
-489.85192780617035,-489.8532184051202,5701
-490.5580830986182,-490.55937485140873,5702
-491.264760958937,-491.266053866422,5703
-491.97196196705397,-491.97325603008835,5704
-492.6796867041853,-492.6809819236248,5705
-493.38793575283967,-493.389232129541,5706
-494.0967096968236,-494.0980072316444,5707
-494.806009121242,-494.807307815041,5708
-495.51583461250766,-495.5171344661443,5709
-496.22618675833905,-496.22748777267395,5710
-496.93706614776784,-496.9383683236624,5711
-497.6484733711452,-497.6497767094619,5712
-498.3604090201404,-498.3617135217428,5713
-499.07287368774973,-499.07417935350213,5714
-499.78586796829734,-499.78717479906516,5715
-500.499392457442,-500.50070045409166,5716
-501.2134477521789,-501.2147569155776,5717
-501.928034450846,-501.929344781862,5718
-502.64315315312604,-502.6444646526288,5719
-503.35880446005274,-503.3601171289124,5720
-504.074988974014,-504.07630281310173,5721
-504.79170729875557,-504.7930223089438,5722
-505.5089600393874,-505.51027622154925,5723
-506.2267478023857,-506.22806515739546,5724
-506.9450711955984,-506.9463897243312,5725
-507.66393082824834,-507.66525053158034,5726
-508.38332731094044,-508.384648189749,5727
-509.10326125566223,-509.1045833108253,5728
-509.8237332757893,-509.8250565081863,5729
-510.5447439860943,-510.5460683966054,5730
-511.2662940027426,-511.26761959224893,5731
-511.98838394330585,-511.98971071268966,5732
-512.7110144267585,-512.7123423769032,5733
-513.4341860734886,-513.4355152052782,5734
-514.1578995052985,-514.1592298196182,5735
-514.8821553454102,-514.8834868431464,5736
-515.6069542184713,-515.6082869005115,5737
-516.3322967505561,-516.3336306177883,5738
-517.0581835691754,-517.0595186224892,5739
-517.7846153032751,-517.7859515435608,5740
-518.511592583246,-518.5129300113952,5741
-519.2391160409244,-519.2404546578291,5742
-519.9671863096006,-519.9685261161545,5743
-520.6958040240191,-520.6971450211169,5744
-521.4249698203867,-521.4263120089236,5745
-522.1546843363758,-522.1560277172485,5746
-522.8849482111309,-522.8862927852372,5747
-523.6157620852692,-523.6171078535078,5748
-524.3471266008889,-524.3484735641595,5749
-525.0790424015759,-525.080390560779,5750
-525.8115101323995,-525.8128594884373,5751
-526.5445304399301,-526.5458809937054,5752
-527.2781039722329,-527.2794557246496,5753
-528.0122313788785,-528.0135843308416,5754
-528.7469133109475,-528.7482674633632,5755
-529.4821504210311,-529.4835057748063,5756
-530.2179433632441,-530.2192999192872,5757
-530.9542927932197,-530.9556505524399,5758
-531.691199368125,-531.6925583314328,5759
-532.4286637466555,-532.4300239149622,5760
-533.166686589048,-533.1680479632662,5761
-533.9052685570844,-533.9066311381276,5762
-534.6444103140897,-534.6457741028728,5763
-535.38411252495,-535.3854775223886,5764
-536.124375856103,-536.125742063114,5765
-536.8652009755552,-536.8665683930566,5766
-537.6065885528792,-537.6079571817899,5767
-538.3485392592243,-538.3499091004644,5768
-539.0910537673158,-539.0924248218067,5769
-539.8341327514648,-539.835505020129,5770
-540.5777768875731,-540.5791503713336,5771
-541.3219868531355,-541.3233615529172,5772
-542.0667633272492,-542.0681392439776,5773
-542.8121069906124,-542.8134841252144,5774
-543.5580185255399,-543.5593968789432,5775
-544.3044986159573,-544.305878189091,5776
-545.0515479474149,-545.0529287412091,5777
-545.7991672070874,-545.8005492224735,5778
-546.5473570837814,-546.5487403216918,5779
-547.2961182679442,-547.2975027293121,5780
-548.0454514516615,-548.0468371374217,5781
-548.7953573286699,-548.7967442397581,5782
-549.5458365943604,-549.5472247317136,5783
-550.2968899457817,-550.298279310338,5784
-551.0485180816469,-551.0499086743454,5785
-551.8007217023421,-551.8021135241231,5786
-552.5535015099257,-552.5548945617307,5787
-553.3068582081404,-553.3082524909121,5788
-554.0607925024161,-554.0621880170982,5789
-554.8153050998726,-554.8167018474101,5790
-555.570396709332,-555.5717946906708,5791
-556.3260680413172,-556.3274672574047,5792
-557.0823198080636,-557.0837202598483,5793
-557.8391527235207,-557.8405544119519,5794
-558.5965675033585,-558.5979704293873,5795
-559.354564864977,-559.355969029555,5796
-560.1131455275064,-560.1145509315869,5797
-560.8723102118183,-560.8737168563556,5798
-561.6320596405264,-561.6334675264759,5799
-562.3923945379968,-562.3938036663151,5800
-563.1533156303501,-563.1547260019951,5801
-563.9148236454732,-563.9162352614038,5802
-564.6769193130175,-564.678332174194,5803
-565.4396033644097,-565.4410174717934,5804
-566.2028765328592,-566.2042918874129,5805
-566.9667395533583,-566.9681561560457,5806
-567.7311931626962,-567.7326110144824,5807
-568.4962380994563,-568.4976572013072,5808
-569.2618751040308,-569.2632954569142,5809
-570.0281049186198,-570.0295265235042,5810
-570.7949282872422,-570.7963511450974,5811
-571.5623459557407,-571.5637700675379,5812
-572.3303586717848,-572.3317840384962,5813
-573.098967184884,-573.1003938074831,5814
-573.8681722463863,-573.8696001258478,5815
-574.6379746094908,-574.6394037467908,5816
-575.4083750292506,-575.4098054253662,5817
-576.1793742625789,-576.1808059184887,5818
-576.9509730682596,-576.9524059849431,5819
-577.7231722069453,-577.7246063853835,5820
-578.4959724411758,-578.497407882351,5821
-579.2693745353723,-579.2708112402678,5822
-580.0433792558539,-580.0448172254544,5823
-580.8179873708365,-580.8194266061279,5824
-581.5931996504448,-581.5946401524144,5825
-582.369016866716,-582.370458636352,5826
-583.1454397936069,-583.1468828318992,5827
-583.922469207002,-583.9239135149417,5828
-584.700105884717,-584.7015514632961,5829
-585.478350606512,-585.4797974567241,5830
-586.2572041540889,-586.258652276929,5831
-587.0366673111064,-587.0381167075705,5832
-587.8167408631824,-587.8181915342677,5833
-588.5974255979033,-588.5988775446086,5834
-589.3787223048273,-589.3801755281527,5835
-590.1606317754973,-590.1620862764438,5836
-590.9431548034412,-590.9446105830112,5837
-591.7262921841821,-591.7277492433798,5838
-592.5100447152473,-592.5115030550777,5839
-593.2944131961709,-593.2958728176404,5840
-594.0793984285058,-594.0808593326223,5841
-594.865001215825,-594.8664634035973,5842
-595.6512223637344,-595.6526858361731,5843
-596.4380626798759,-596.4395274379925,5844
-597.2255229739376,-597.2269890187454,5845
-598.0136040576591,-598.0150713901724,5846
-598.802306744838,-598.8037753660724,5847
-599.5916318513409,-599.5931017623134,5848
-600.3815801951056,-600.3830513968346,5849
-601.1721525961549,-601.17362508966,5850
-601.9633498765962,-601.9648236628987,5851
-602.7551728606364,-602.7566479407584,5852
-603.5476223745846,-603.5490987495499,5853
-604.3406992468601,-604.3421769176939,5854
-605.1344043080029,-605.1358832757315,5855
-605.9287383906777,-605.930218656329,5856
-606.7237023296852,-606.7251838942884,5857
-607.519296961964,-607.5207798265495,5858
-608.3155231266063,-608.3170072922062,5859
-609.1123816648578,-609.1138671325052,5860
-609.9098734201309,-609.9113601908606,5861
-610.7079992380098,-610.7094873128578,5862
-611.506759966258,-611.5082493462617,5863
-612.3061564548299,-612.3076471410282,5864
-613.1061895558727,-613.1076815493057,5865
-613.9068601237406,-613.90835342545,5866
-614.7081690149981,-614.7096636260268,5867
-615.5101170884307,-615.511613009823,5868
-616.3127052050496,-616.3142024378516,5869
-617.1159342281065,-617.1174327733653,5870
-617.9198050230938,-617.921304881858,5871
-618.7243184577562,-618.725819631076,5872
-619.5294754021028,-619.5309778910295,5873
-620.3352767284067,-620.3367805339933,5874
-621.1417233112236,-621.1432284345244,5875
-621.9488160273885,-621.9503224694594,5876
-622.7565557560365,-622.7580635179345,5877
-623.5649433786003,-623.5664524613841,5878
-624.3739797788247,-624.3754901835545,5879
-625.1836658427756,-625.1851775705127,5880
-625.9940024588437,-625.9955155106513,5881
-626.8049905177581,-626.8065048947007,5882
-627.616630912592,-627.6181466157352,5883
-628.4289245387727,-628.430441569184,5884
-629.2418722940866,-629.2433906528349,5885
-630.055475078697,-630.0569947668525,5886
-630.869733795142,-630.8712548137767,5887
-631.6846493483487,-631.6861716985356,5888
-632.5002226456439,-632.5017463284579,5889
-633.3164545967583,-633.3179796132756,5890
-634.1333461138391,-634.1348724651375,5891
-634.9508981114576,-634.9524257986161,5892
-635.769111506618,-635.7706405307173,5893
-636.5879872187659,-636.5895175808884,5894
-637.4075261698005,-637.4090578710297,5895
-638.2277292840789,-638.2292623255003,5896
-639.0485974884293,-639.0501318711296,5897
-639.8701317121593,-639.8716674372265,5898
-640.6923328870636,-640.6938699555876,5899
-641.5152019474348,-641.516740360507,5900
-642.3387398300735,-642.3402795887866,5901
-643.1629474742949,-643.1644885797435,5902
-643.9878258219412,-643.9893682752211,5903
-644.8133758173902,-644.8149196195988,5904
-645.6395984075634,-645.6411435597997,5905
-646.4664945419369,-646.4680410453014,5906
-647.2940651725532,-647.2956130281483,5907
-648.1223112540255,-648.1238604629546,5908
-648.9512337435536,-648.9527843069219,5909
-648.9490527461771,-648.9506033059819,5910
-649.7782793746233,-649.7798312893642,5911
-650.6075060030694,-650.6090592727465,5912
-651.4367326315162,-651.4382872561297,5913
-652.2659592599623,-652.267515239512,5914
-653.0951858884084,-653.0967432228945,5915
-653.9244125168545,-653.9259712062768,5916
-654.7536391453008,-654.7551991896592,5917
-655.5828657737469,-655.5844271730416,5918
-656.412092402193,-656.4136551564239,5919
-657.2413190306397,-657.2428831398071,5920
-658.070545659086,-658.0721111231894,5921
-658.8997722875321,-658.9013391065718,5922
-659.7289989159782,-659.7305670899542,5923
-660.5582255444243,-660.5597950733365,5924
-661.3874521728704,-661.389023056719,5925
-662.2166788013166,-662.2182510401013,5926
-663.0459054297627,-663.0474790234838,5927
-663.8751320582095,-663.8767070068668,5928
-664.7043586866556,-664.7059349902491,5929
-665.5335853151017,-665.5351629736316,5930
-666.3628119435479,-666.3643909570139,5931
-667.192038571994,-667.1936189403964,5932
-668.0212652004401,-668.0228469237787,5933
-668.8504918288863,-668.8520749071612,5934
-669.679718457333,-669.6813028905442,5935
-670.5089450857791,-670.5105308739265,5936
-671.3381717142254,-671.339758857309,5937
-672.1673983426715,-672.1689868406913,5938
-672.9966249711176,-672.9982148240738,5939
-673.8258515995637,-673.8274428074561,5940
-674.6550782280099,-674.6566707908386,5941
-675.484304856456,-675.4858987742209,5942
-676.3135314849028,-676.3151267576039,5943
-677.1427581133489,-677.1443547409864,5944
-677.971984741795,-677.9735827243687,5945
-678.8012113702412,-678.8028107077512,5946
-679.6304379986873,-679.6320386911335,5947
-680.4596646271334,-680.461266674516,5948
-681.2888912555795,-681.2904946578983,5949
-682.1181178840258,-682.1197226412808,5950
-682.9473445124725,-682.9489506246638,5951
-683.7765711409186,-683.7781786080461,5952
-684.6057977693648,-684.6074065914286,5953
-685.4350243978109,-685.4366345748109,5954
-686.264251026257,-686.2658625581934,5955
-687.0934776547032,-687.0950905415757,5956
-687.9227042831493,-687.9243185249582,5957
-688.7519309115961,-688.7535465083412,5958
-689.5811575400422,-689.5827744917235,5959
-690.4103841684883,-690.412002475106,5960
-691.2396107969345,-691.2412304584883,5961
-692.0688374253806,-692.0704584418708,5962
-692.8980640538267,-692.8996864252531,5963
-693.7272906822728,-693.7289144086355,5964
-694.556517310719,-694.5581423920179,5965
-695.3857439391658,-695.3873703754009,5966
-696.2149705676119,-696.2165983587834,5967
-697.044197196058,-697.0458263421657,5968
-697.8734238245041,-697.8750543255481,5969
-698.7026504529504,-698.7042823089305,5970
-699.5318770813965,-699.5335102923129,5971
-700.3611037098426,-700.3627382756953,5972
-701.1903303382894,-701.1919662590783,5973
-702.0195569667355,-702.0211942424608,5974
-702.8487835951817,-702.8504222258431,5975
-703.6780102236278,-703.6796502092255,5976
-704.5072368520739,-704.5088781926079,5977
-705.33646348052,-705.3381061759903,5978
-706.1656901089661,-706.1673341593727,5979
-706.9949167374123,-706.996562142755,5980
-707.8241433658591,-707.8257901261381,5981
-708.6533699943052,-708.6550181095205,5982
-709.4825966227513,-709.4842460929029,5983
-710.3118232511974,-710.3134740762853,5984
-711.1410498796436,-711.1427020596676,5985
-711.9702765080898,-711.9719300430501,5986
-712.7995031365359,-712.8011580264324,5987
-713.628729764982,-713.6303860098149,5988
-714.4579563934288,-714.4596139931979,5989
-715.287183021875,-715.2888419765803,5990
-716.1164096503211,-716.1180699599627,5991
-716.9456362787672,-716.947297943345,5992
-717.7748629072133,-717.7765259267275,5993
-718.6040895356595,-718.6057539101098,5994
-719.4333161641056,-719.4349818934922,5995
-720.2625427925524,-720.2642098768753,5996
-721.0917694209985,-721.0934378602576,5997
-721.9209960494446,-721.9226658436401,5998
-722.7502226778907,-722.7518938270224,5999
-723.5794493063369,-723.5811218104049,6000
-724.4086759347831,-724.4103497937872,6001
-725.2379025632292,-725.2395777771696,6002
-726.0671291916753,-726.0688057605521,6003
-726.8963558201222,-726.898033743935,6004
-727.7255824485683,-727.7272617273175,6005
-728.5548090770144,-728.5564897106999,6006
-729.3840357054605,-729.3857176940821,6007
-730.2132623339066,-730.2149456774646,6008
-731.0424889623528,-731.044173660847,6009
-731.8717155907989,-731.8734016442295,6010
-732.7009422192457,-732.7026296276124,6011
-733.5301688476918,-733.5318576109948,6012
-734.3593954761379,-734.3610855943773,6013
-735.188622104584,-735.1903135777595,6014
-736.0178487330302,-736.019541561142,6015
-736.8470753614763,-736.8487695445244,6016
-737.6763019899224,-737.6779975279069,6017
-738.5055286183685,-738.5072255112891,6018
-739.3347552468153,-739.3364534946722,6019
-740.1639818752615,-740.1656814780547,6020
-740.9932085037076,-740.9949094614369,6021
-741.8224351321537,-741.8241374448194,6022
-742.6516617605998,-742.6533654282018,6023
-743.480888389046,-743.4825934115843,6024
-744.3101150174921,-744.3118213949665,6025
-745.1393416459389,-745.1410493783496,6026
-745.968568274385,-745.9702773617321,6027
-746.7977949028311,-746.7995053451143,6028
-747.6270215312773,-747.6287333284968,6029
-748.4562481597236,-748.4579613118792,6030
-749.2854747881697,-749.2871892952617,6031
-750.1147014166158,-750.1164172786439,6032
-750.943928045062,-750.9456452620263,6033
-751.7731546735088,-751.7748732454095,6034
-752.6023813019549,-752.6041012287917,6035
-753.431607930401,-753.4333292121742,6036
-754.2608345588471,-754.2625571955566,6037
-755.0900611872933,-755.0917851789391,6038
-755.9192878157394,-755.9210131623213,6039
-756.7485144441855,-756.7502411457037,6040
-757.5777410726316,-757.5794691290862,6041
-758.4069677010784,-758.4086971124691,6042
-759.2361943295246,-759.2379250958516,6043
-760.0654209579707,-760.067153079234,6044
-760.8946475864168,-760.8963810626165,6045
-761.7238742148629,-761.7256090459987,6046
-762.553100843309,-762.5548370293811,6047
-763.3823274717552,-763.3840650127636,6048
-764.211554100202,-764.2132929961465,6049
-765.0407807286481,-765.042520979529,6050
-765.8700073570942,-765.8717489629114,6051
-766.6992339855403,-766.7009769462938,6052
-767.5284606139865,-767.5302049296761,6053
-768.3576872424326,-768.3594329130585,6054
-769.1869138708787,-769.188660896441,6055
-770.0161404993248,-770.0178888798232,6056
-770.8453671277716,-770.8471168632063,6057
-771.6745937562177,-771.6763448465888,6058
-772.5038203846639,-772.505572829971,6059
-773.33304701311,-773.3348008133535,6060
-774.1622736415561,-774.1640287967359,6061
-774.9915002700022,-774.9932567801184,6062
-775.8207268984486,-775.8224847635006,6063
-776.6499535268952,-776.6517127468837,6064
-777.4791801553413,-777.4809407302662,6065
-778.3084067837876,-778.3101687136484,6066
-779.1376334122338,-779.1393966970309,6067
-779.9668600406799,-779.9686246804133,6068
-780.796086669126,-780.7978526637958,6069
-781.6253132975721,-781.627080647178,6070
-782.4545399260182,-782.4563086305604,6071
-783.283766554465,-783.2855366139436,6072
-784.1129931829112,-784.1147645973258,6073
-784.9422198113573,-784.9439925807083,6074
-785.7714464398034,-785.7732205640907,6075
-786.6006730682495,-786.6024485474732,6076
-787.4298996966957,-787.4316765308554,6077
-788.2591263251418,-788.2609045142378,6078
-789.0883529535879,-789.0901324976203,6079
-789.9175795820347,-789.9193604810032,6080
-790.7468062104808,-790.7485884643856,6081
-791.576032838927,-791.5778164477681,6082
-792.4052594673731,-792.4070444311506,6083
-793.2344860958192,-793.2362724145328,6084
-794.0637127242653,-794.0655003979152,6085
-794.8929393527114,-794.8947283812977,6086
-795.7221659811582,-795.7239563646806,6087
-796.5513926096044,-796.553184348063,6088
-797.3806192380505,-797.3824123314455,6089
-798.2098458664966,-798.211640314828,6090
-799.0390724949427,-799.0408682982102,6091
-799.8682991233889,-799.8700962815926,6092
